Населённый пункт,Год,Месяц,День,Время_суток,Температура,Скорость_ветра(м/с),Направление_ветра,Давление,Влажность,Осадки_(м/м),Погода
strelna,2018,march,25,ночь,+1°,5,Южный ветер,749,69,без осадков,пасмурно
strelna,2018,march,25,утро,+1°,7,Юго-западный ветер,748,86,без осадков,пасмурно
strelna,2018,march,25,день,+2°,9,Юго-западный ветер,748,96,без осадков,пасмурно
strelna,2018,march,25,вечер,+2°,7,Юго-западный ветер,748,92,без осадков,пасмурно
strelna,2018,march,26,ночь,+1°,7,Юго-западный ветер,749,97,без осадков,пасмурно
strelna,2018,march,26,утро,-2°,4,Северный ветер,751,92,без осадков,снег
strelna,2018,march,26,день,-2°,4,Северный ветер,759,93,без осадков,пасмурно
strelna,2018,march,26,вечер,-2°,3,Северо-западный ветер,756,33,без осадков,ясно
strelna,2018,march,27,ночь,-7°,2,Северный ветер,758,73,без осадков,облачно
strelna,2018,march,27,утро,-9°,3,Юго-западный ветер,759,85,без осадков,ясно
strelna,2018,march,27,день,-3°,5,Западный ветер,760,67,без осадков,ясно
strelna,2018,march,27,вечер,-2°,4,Северо-западный ветер,760,46,без осадков,ясно
strelna,2018,march,28,ночь,-9°,2,Юго-западный ветер,760,78,без осадков,ясно
strelna,2018,march,28,утро,-10°,2,Юго-западный ветер,759,92,без осадков,ясно
strelna,2018,march,28,день,-2°,5,Западный ветер,760,63,без осадков,малооблачно
strelna,2018,march,28,вечер,-2°,4,Западный ветер,759,68,без осадков,пасмурно
strelna,2018,march,29,ночь,-4°,2,Юго-западный ветер,760,92,без осадков,снег
strelna,2018,march,29,утро,-4°,1,Северный ветер,760,92,без осадков,пасмурно
strelna,2018,march,29,день,-2°,3,Юго-западный ветер,762,86,без осадков,пасмурно
strelna,2018,march,29,вечер,-1°,4,Западный ветер,762,68,без осадков,пасмурно
strelna,2018,march,30,ночь,-7°,2,Южный ветер,762,92,без осадков,ясно
strelna,2018,march,30,утро,-9°,3,Юго-западный ветер,762,92,без осадков,ясно
strelna,2018,march,30,день,+3°,3,Юго-западный ветер,761,89,без осадков,ясно
strelna,2018,march,30,вечер,+3°,2,Восточный ветер,759,23,без осадков,ясно
strelna,2018,march,31,ночь,-7°,1,Восточный ветер,759,73,без осадков,ясно
strelna,2018,march,31,утро,-6°,2,Северо-восточный ветер,759,73,без осадков,ясно
strelna,2018,march,31,день,+2°,4,Юго-восточный ветер,759,68,без осадков,ясно
strelna,2018,march,31,вечер,+4°,4,Восточный ветер,759,41,без осадков,ясно
strelna,2018,april,1,ночь,-6°,3,Восточный ветер,759,85,без осадков,ясно
strelna,2018,april,1,утро,-6°,2,Юго-западный ветер,759,85,без осадков,пасмурно
strelna,2018,april,1,день,+3°,6,Северо-восточный ветер,759,95,без осадков,пасмурно
strelna,2018,april,1,вечер,+4°,5,Восточный ветер,758,60,без осадков,пасмурно
strelna,2018,april,2,ночь,+2°,7,Восточный ветер,754,69,без осадков,малооблачно
strelna,2018,april,2,утро,+1°,8,Северо-восточный ветер,747,94,без осадков,снег
strelna,2018,april,2,день,+3°,6,Восточный ветер,742,93,без осадков,дождь
strelna,2018,april,2,вечер,+4°,6,Восточный ветер,740,93,без осадков,дождь
strelna,2018,april,3,ночь,+2°,4,Юго-восточный ветер,742,95,без осадков,пасмурно
strelna,2018,april,3,утро,0°,7,Юго-западный ветер,745,96,без осадков,пасмурно
strelna,2018,april,3,день,+1°,6,Юго-западный ветер,751,91,без осадков,пасмурно
strelna,2018,april,3,вечер,+3°,5,Юго-западный ветер,754,64,без осадков,пасмурно
strelna,2018,april,4,ночь,-2°,3,Юго-западный ветер,757,68,без осадков,малооблачно
strelna,2018,april,4,утро,-2°,1,Северный ветер,759,68,без осадков,ясно
strelna,2018,april,4,день,+7°,4,Южный ветер,760,48,без осадков,ясно
strelna,2018,april,4,вечер,+8°,6,Юго-восточный ветер,759,42,без осадков,ясно
strelna,2018,april,5,ночь,+4°,3,Юго-восточный ветер,758,86,без осадков,пасмурно
strelna,2018,april,5,утро,+4°,4,Юго-восточный ветер,756,86,без осадков,пасмурно
strelna,2018,april,5,день,+13°,4,Юго-восточный ветер,756,75,без осадков,малооблачно
strelna,2018,april,5,вечер,+11°,6,Юго-восточный ветер,754,62,без осадков,облачно
strelna,2018,april,6,ночь,+7°,5,Юго-восточный ветер,753,87,без осадков,пасмурно
strelna,2018,april,6,утро,+7°,3,Юго-западный ветер,753,93,без осадков,пасмурно
strelna,2018,april,6,день,+9°,3,Южный ветер,752,87,без осадков,пасмурно
strelna,2018,april,6,вечер,+2°,7,Западный ветер,752,93,без осадков,дождь
strelna,2018,april,7,ночь,+1°,7,Юго-западный ветер,752,95,без осадков,пасмурно
strelna,2018,april,7,утро,+1°,12,Западный ветер,762,89,без осадков,пасмурно
strelna,2018,april,7,день,+7°,10,Западный ветер,765,69,без осадков,ясно
strelna,2018,april,7,вечер,+6°,8,Западный ветер,767,45,без осадков,ясно
strelna,2018,april,8,ночь,+1°,2,Юго-западный ветер,766,64,без осадков,ясно
strelna,2018,april,8,утро,+1°,3,Южный ветер,765,69,без осадков,ясно
strelna,2018,april,8,день,+8°,3,Южный ветер,762,56,без осадков,ясно
strelna,2018,april,8,вечер,+8°,4,Западный ветер,762,52,без осадков,ясно
strelna,2018,april,9,ночь,+3°,2,Северный ветер,761,74,без осадков,ясно
strelna,2018,april,9,утро,+6°,4,Южный ветер,758,82,без осадков,ясно
strelna,2018,april,9,день,+18°,7,Южный ветер,755,62,без осадков,ясно
strelna,2018,april,9,вечер,+15°,3,Северо-западный ветер,754,58,без осадков,ясно
strelna,2018,april,10,ночь,+6°,4,Западный ветер,755,75,без осадков,пасмурно
strelna,2018,april,10,утро,+2°,4,Северный ветер,758,69,без осадков,пасмурно
strelna,2018,april,10,день,+5°,6,Северный ветер,762,59,без осадков,малооблачно
strelna,2018,april,10,вечер,+5°,6,Северный ветер,765,52,без осадков,облачно
strelna,2018,april,11,ночь,0°,3,Северный ветер,774,76,без осадков,облачно
strelna,2018,april,11,утро,+1°,1,Северо-восточный ветер,772,86,без осадков,ясно
strelna,2018,april,11,день,+7°,2,Восточный ветер,773,44,без осадков,ясно
